text,label,label_name,clean_text
"Is jesus and god extraterrestrials? Are they coming to kill Americans? First of all jesus was born to a virgin!He was capable of doing things, that humans are not capable of.Not to mention being raised from the dead!He speaks of not being from this earth,so where is heaven? Its not in are atmosphere.Or on are planet! In the bible it speaks of them coming to kill and destroy humans,who dont live by thier standards! The bible also recalls a time when god wiped out the entire population of humans,except Noah.Will they destroy are country and are earth next?Why would you worship someone who murder millons of people,like hitler,who was also, a genocidal maniac!!!!! Americans,and the world need to stand up and denounce this alien force!!!!! Before its too late!",0,Society & Culture,jesus god extraterrestrials coming kill americans first jesus born virginhe capable things humans capable ofnot mention raised deadhe speaks earthso heaven atmosphereor planet bible speaks coming kill destroy humanswho dont live thier standards bible also recalls time god wiped entire population humansexcept noahwill destroy country earth nextwhy would worship someone murder millons peoplelike hitlerwho also genocidal maniac americansand world need stand denounce alien force late
"Gravity??? Allright, here's a new one.\nWhat would happen if, hypotetically, men would land on Jupiter? Could they stand up? Is the human body capable to cope with such gravity?",1,Science & Mathematics,gravity allright heres new onenwhat would happen hypotetically men would land jupiter could stand human body capable cope gravity
what type of users do not need interface shell? ,4,Computers & Internet,type users need interface shell
"what is the average weight for a 5ft5"" 18 yr old man? ",2,Health,average weight old man
can anyone please tell me where online i acn find the history of timothywhites chemists uk? i know that boots the chemist bought out timothy whites around 1968 but i would like to know the history of the original timothy whites i.e the first shop and who was timothy white and some family history.,1,Science & Mathematics,anyone please tell online acn find history timothywhites chemists know boots chemist bought timothy whites around would like know history original timothy whites first shop timothy white family history
is xd picture card compatable with sd picture card.? ,4,Computers & Internet,picture card compatable picture card
I have an aching pain in my right shoulder that hurts to the center of my back! What could this be? ,2,Health,aching pain right shoulder hurts center back could
"I just can't seem to download yahoo/msn messenger on my laptop... whenever i do so, the comp shuts off..? i have a bluetooth smartphone connection... \ni just got the internet connection today so that kind of rules out viruses... i think... also the comp just shuts down... no error message nothing... its happened with yahoo/msn/orkut and google talk etc...",4,Computers & Internet,cant seem download yahoomsn messenger laptop whenever comp shuts bluetooth smartphone connection got internet connection today kind rules viruses think also comp shuts error message nothing happened yahoomsnorkut google talk etc
who?????????????????? WHO IS BOB?????? I DONT KNOW CAN U TELL ME?????,7,Entertainment & Music,bob dont know tell
"For a million dollars would you...? A) Get dragged by wild horses.\n\nB) Wash the windows of the tallest skyscraper.\n\nC) Dive into a swimming pool full of cockroaches, maggets, non-venomous snakes,spiders, ants, leaches.\n\nD) Be the first person to travel to Venus and pray you can get back.\n\nE) Go without food for 1 week, only water. (It said that man can survive on water for two weeks before death)",3,Education & Reference,million dollars would get dragged wild horsesnnb wash windows tallest skyscrapernnc dive swimming pool full cockroaches maggets nonvenomous snakesspiders ants leachesnnd first person travel venus pray get backnne without food week water said man survive water two weeks death
what are software development strategies2.how is software engg is an engg discipline? discuss software development startigies?,3,Education & Reference,software development strategieshow software engg engg discipline discuss software development startigies
when is a CO2 extinguisher not suitable for a electrical fire? ,1,Science & Mathematics,extinguisher suitable electrical fire
Does anyone else think that christians are trying to drag the world back into the Dark Ages? ,0,Society & Culture,anyone else think christians trying drag world back dark ages
"What does 143734 stand for? I know that 143 means i love you, but what does 143734 mean?   i understand that each number stands for a number of letters.  maybe the 7 stands for forever?  i have no idea.  it has been years since i have used lingo like this.",8,Family & Relationships,stand know means love mean understand number stands number letters maybe stands forever idea years since used lingo like
